id_marcador_mapa,nome,camada,data,data_original,hora_marcador,status_data,uf,endereco_ou_localizacao,latitude,longitude,link,site_leiloeiro,fonte_data_hora,link_edital,resumo_edital,descricao
marcador-18,[PÁTIO DO LEILOEIRO] VIP LEILÕES PICOS - PI,[PÁTIO DO LEILOEIRO],,,,sem_data,PI,"R. Ducarmo Nunes, 80 - Ipueiras, Picos - PI, 64600-000",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-19,[PÁTIO DO LEILOEIRO] VIP LEILÕES TERESINA - PI,[PÁTIO DO LEILOEIRO],,,,sem_data,PI,"Av. Dr. Josué de Moura Santos, 6576 - Pedra Mole, Teresina - PI, 64011-500",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-20,[PÁTIO DO LEILOEIRO] VIP LEILÕES RIO DE JANEIRO - RJ,[PÁTIO DO LEILOEIRO],,,,sem_data,RJ,"Av. Brasil, 14000 B - Rio de Janeiro",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-21,[PÁTIO DO LEILOEIRO] VIP LEILÕES RIO GRANDE - RS,[PÁTIO DO LEILOEIRO],,,,sem_data,RS,"Av. Antônio Batista, 595 - Santa Cecília, Viamão - RS, 94495-020",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-22,[PÁTIO DO LEILOEIRO] VIP LEILÕES PORTO VELHO - RO,[PÁTIO DO LEILOEIRO],,,,sem_data,RO,"Av. Rio Madeira, 612 - Agenor M. de Carvalho, Porto Velho - RO, 76820-713",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-23,[PÁTIO DO LEILOEIRO] VIP LEILÕES ILHOTA - SC,[PÁTIO DO LEILOEIRO],,,,sem_data,SC,"BR-470, Ilhota - SC",,,https://www.vipleiloes.com.br/ | https://maps.app.goo.gl/vZ88a7Dmgi58xJJ67,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-24,[PÁTIO DO LEILOEIRO] VIP LEILÕES VALINHOS - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Rua Aristides Crivellaro, 228, Valinhos - SP, 13279-813, Brasil",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-25,[PÁTIO DO LEILOEIRO] VIP LEILÕES SÃO PAULO - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Praça dos Omaguás, 98 - Pinheiros, São Paulo - SP, 05419-020",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-26,[PÁTIO DO LEILOEIRO] VIP LEILÕES SÃO PAULO - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Rua Aristides Crivellaro, Valinhos - SP, 13279-813, Brasil",,,https://www.vipleiloes.com.br/,https://www.vipleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-27,[PÁTIO DO LEILOEIRO]  JOÃO EMILIO RIO DE JANEIRO - RJ,[PÁTIO DO LEILOEIRO],,,,sem_data,RJ,"Estrada dos Bandeirantes, 10.639 Recreio dos Bandeirantes - CEP: 22783-116 Rio de Janeiro - RJ",,,https://www.joaoemilio.com.br/,https://www.joaoemilio.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-28,[PÁTIO DO LEILOEIRO] FAVARETO LEILÕES CURITIBA - PR,[PÁTIO DO LEILOEIRO],,,,sem_data,PR,"R. Eduardo Pinto da Rocha, 4545 - Sítio Cercado, Curitiba - PR, 81935-000, Brasil",,,https://www.favaretoleiloes.com.br/leiloes/,https://www.favaretoleiloes.com.br/leiloes/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-29,[PÁTIO DO LEILOEIRO] CLAUDIO KUSS  CURITIBA - PR,[PÁTIO DO LEILOEIRO],,,,sem_data,PR,"Rua João Lunardelli, 2095 - Cidade Industrial de Curitiba, Curitiba - PR, 81460-100",,,https://www.claudiokussleiloes.com.br/,https://www.claudiokussleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-30,[PÁTIO DO LEILOEIRO] LOOP LEILOES  Mogi das Cruzes - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"R. Projetada, Um - Vila Sao Francisco, Mogi das Cruzes - SP, 08735-273, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-31,[PÁTIO DO LEILOEIRO] LOOP LEILOES Vila Água Funda - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"R. Alexandre Aliperti, 351 - Vila Água Funda, São Paulo - SP, 04156-110, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-32,[PÁTIO DO LEILOEIRO] LOOP LEILOES MOGI DASCRUZES- SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Av. Vila Ema, 2425 - Vila Ema, São Paulo - SP, 03281-000, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-33,[PÁTIO DO LEILOEIRO] LOOP LEILOES Jundiaí - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Av. Caminho de Goiás, 531 - Jardim Sao Bento, Jundiaí - SP, 13214-870, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-34,[PÁTIO DO LEILOEIRO] LOOP LEILOES São Bernardo do Campo - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Estr. dos Alvarengas, 4018 - Assunção, São Bernardo do Campo - SP, 09850-550, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-35,[PÁTIO DO LEILOEIRO] LOOP LEILOES  Forquilhinhas São José - SC,[PÁTIO DO LEILOEIRO],,,,sem_data,SC,"R. Mihail Dimitri Alves, 50 - Forquilhinhas, São José - SC, 88106-780, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-36,[PÁTIO DO LEILOEIRO] LOOP LEILOES Uberlândia - MG,[PÁTIO DO LEILOEIRO],,,,sem_data,MG,"LOOP AUCTIONS, Ring Road Km 17.5 - BR-365, Km 10 - Patos de Minas, MG, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-37,[PÁTIO DO LEILOEIRO] LOOP LEILOES  Betim - MG,[PÁTIO DO LEILOEIRO],,,,sem_data,MG,"Av. Engenheiro Gerhard Ett, 1115 - Paulo Camilo 3, Betim - MG",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-38,[PÁTIO DO LEILOEIRO] LOOP LEILOES São José dos Pinhais - PR,[PÁTIO DO LEILOEIRO],,,,sem_data,PR,"R. Dr. Murici, 3560 - Costeira, São José dos Pinhais - PR, 83015-290",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-39,[PÁTIO DO LEILOEIRO] LOOP LEILOES São José dos Pinhais - PR,[PÁTIO DO LEILOEIRO],,,,sem_data,PR,"R. Joroslau Sochaki, 921 - Ipê, São José dos Pinhais - PR, 83055-400, Brasil",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-40,[PÁTIO DO LEILOEIRO] LOOP LEILOES Gravataí - RS,[PÁTIO DO LEILOEIRO],,,,sem_data,RS,"Av. Gen. Motors, 1200 - Vila Morada Gaúcha, Gravataí - RS",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-41,[PÁTIO DO LEILOEIRO] LOOP LEILOES  Rio de Janeiro - RJ,[PÁTIO DO LEILOEIRO],,,,sem_data,RJ,"Rua do Alho, 1421 - Penha Circular, Rio de Janeiro - RJ, 21011-000",,,https://loopleiloes.com.br/,https://loopleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-42,[PÁTIO DO LEILOEIRO] GUARIGLIA - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"R. Ver. Geraldo Nogueira da Silva, 3501 - Bairro da Grama, Caçapava - SP, 12286-285",,,https://www.guariglialeiloes.com.br/,https://www.guariglialeiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-43,[PÁTIO DO LEILOEIRO] GUARIGLIA - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Rod. Pres. Dutra, 1500 - Vila Antônio Augusto Luiz, Caçapava - SP, 12286-140",,,https://www.guariglialeiloes.com.br/,https://www.guariglialeiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-44,[PÁTIO DO LEILOEIRO] GUARIGLIA - BA,[PÁTIO DO LEILOEIRO],,,,sem_data,BA,"8G55+H3 Caroba, Candeias - BA",,,https://www.guariglialeiloes.com.br/,https://www.guariglialeiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-45,[PÁTIO DO LEILOEIRO] LANCE CERTO - PE,[PÁTIO DO LEILOEIRO],,,,sem_data,PE,"Rio Mar Trade - Torre C, Av. República do Líbano, 251 - 811 - Pina, Recife - PE, 51110-132",,,https://www.lancecertoleiloes.com.br/home,https://www.lancecertoleiloes.com.br/home,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-46,[PÁTIO DO LEILOEIRO] LANCE CERTO - RN,[PÁTIO DO LEILOEIRO],,,,sem_data,RN,"R. Pres. Artur Bernardes, 779 B - Alecrim, Natal - RN, 59031-280",,,https://www.lancecertoleiloes.com.br/home,https://www.lancecertoleiloes.com.br/home,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-47,[PÁTIO DO LEILOEIRO] LEILO - GO,[PÁTIO DO LEILOEIRO],,,,sem_data,GO,"Av. Bela Vista, 1330 - Jardim Bela Vista, Aparecida de Goiânia - GO, 74920-803",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-48,[PÁTIO DO LEILOEIRO] LEILO - GO 2,[PÁTIO DO LEILOEIRO],,,,sem_data,GO,"Alameda 21 de Abril, 650 - Expansul, Aparecida de Goiânia - GO, 74986-750, Brasil",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-49,[PÁTIO DO LEILOEIRO] LEILO - PA,[PÁTIO DO LEILOEIRO],,,,sem_data,PA,"Av. Augusto Meira Filho, 1012 - Centro, Benevides - PA, 68795-000",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-50,[PÁTIO DO LEILOEIRO] LEILO - DF,[PÁTIO DO LEILOEIRO],,,,sem_data,DF,"QS 9 Lotes 15/17 - Arniqueira, Brasília - DF, 71976-540",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-51,[PÁTIO DO LEILOEIRO] LEILO - MS,[PÁTIO DO LEILOEIRO],,,,sem_data,MS,"R. Copaíba, 2241 - Moreninha, Campo Grande - MS, 79065-710, Brasil",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-52,[PÁTIO DO LEILOEIRO] LEILO - RO,[PÁTIO DO LEILOEIRO],,,,sem_data,RO,"R. Daniela - Ipanema, Porto Velho - RO, Brasil",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-53,[PÁTIO DO LEILOEIRO] LEILO - AP,[PÁTIO DO LEILOEIRO],,,,sem_data,AP,"-R. 2 do Marabaixo, 9 - 20 - Marabaixo, Macapá - AP",,,,,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-54,[PÁTIO DO LEILOEIRO] LEILO - MT,[PÁTIO DO LEILOEIRO],,,,sem_data,MT,"Av. Fernando Corrêa da Costa, 6645 - Novo Horizonte, Cuiabá - MT",,,,,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-55,[PÁTIO DO LEILOEIRO] LEILO - CE,[PÁTIO DO LEILOEIRO],,,,sem_data,CE,"R. Neusa de Freitas Sá - Jabuti, Eusébio - CE",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-56,[PÁTIO DO LEILOEIRO] LEILO - TO,[PÁTIO DO LEILOEIRO],,,,sem_data,TO,"QUADRA 412 NORTE, sem numero PLANO DIRETOR NORTE PALMAS TO",,,,,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-57,[PÁTIO DO LEILOEIRO] LEILO - AM,[PÁTIO DO LEILOEIRO],,,,sem_data,AM,"R. Waldemar Jardim Maués, 1270 - Novo Aleixo, Manaus - AM, 69098-455",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-58,[PÁTIO DO LEILOEIRO] LEILO - BA,[PÁTIO DO LEILOEIRO],,,,sem_data,BA,"Rua Quatorze de Agosto, R. Quatorze de Agosto - Triângulo, Candeias - BA, 43815-020, Brasil",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-59,[PÁTIO DO LEILOEIRO] LEILO - ES,[PÁTIO DO LEILOEIRO],,,,sem_data,ES,"Avenida Roma, Av. Roma - Parque Res. de Tubarão, Serra - ES, 29171-708, Brasil",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-60,[PÁTIO DO LEILOEIRO] LEILO - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"R. Alessandro Di Salvo, 55 - São Carlos, SP, 13571-511",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-61,[PÁTIO DO LEILOEIRO] LEILO - RS,[PÁTIO DO LEILOEIRO],,,,sem_data,RS,"Av. Pres. Getúlio Vargas, 5037 - Maria Regina, Alvorada - RS, 94836",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-62,[PÁTIO DO LEILOEIRO] LEILO - PR,[PÁTIO DO LEILOEIRO],,,,sem_data,PR,"R. Frei Basílio Roewer Ofm, 305 B - Guatupê, São José dos Pinhais - PR, 83065-450",,,https://www.leilo.com.br/,https://www.leilo.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-63,[PÁTIO DO LEILOEIRO] PESTANA - RS,[PÁTIO DO LEILOEIRO],,,,sem_data,RS,"Escritórios Boutique - Av. João Wallig, 1800 - Conjunto 4005 - Passo d'Areia, Porto Alegre - RS, 91340-000",,,https://www.pestanaleiloes.com.br/,https://www.pestanaleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-64,[PÁTIO DO LEILOEIRO] PESTANA - SC,[PÁTIO DO LEILOEIRO],,,,sem_data,SC,"Rua Angelo José da Silva, 311 - Pernambuco, Tijucas - SC, 88200-000, Brasil",,,https://www.pestanaleiloes.com.br/,https://www.pestanaleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-65,[PÁTIO DO LEILOEIRO] PESTANA - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"Rod. Índio Tibiriçá, 14435 - Rincão das Lendas, Suzano - SP, 08655-000",,,https://www.pestanaleiloes.com.br/,https://www.pestanaleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-66,[PÁTIO DO LEILOEIRO] MGL - MG,[PÁTIO DO LEILOEIRO],,,,sem_data,MG,"R. do Dêgo, 210 - Santa Monica, Itaúna - MG, 35681-246",,,https://www.mgl.com.br/,https://www.mgl.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-67,[PÁTIO DO LEILOEIRO] GRUPO CARVALHO SANTA CRUZ DO RIO PARDO - SP,[PÁTIO DO LEILOEIRO],,,,sem_data,SP,"RUA CONSELHEIRO ANTONIO PRADO, 1026, - SANTA CRUZ DO RIO PARDO/SP",,,https://grupocarvalholeiloes.com.br/,https://grupocarvalholeiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-68,"[PÁTIO DO LEILOEIRO] PARQUE DOS LEILÕES, BRASÍLIA - DF",[PÁTIO DO LEILOEIRO],,,,sem_data,DF,"Guará II QE 38 - Guará, Brasília - DF, 71070-680",,,https://www.parquedosleiloes.com.br/,https://www.parquedosleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-69,[PÁTIO DO LEILOEIRO] PSN CURITIBA - PR,[PÁTIO DO LEILOEIRO],,,,sem_data,PR,"Rua Senador Accioly Filho, 1625 - Cidade Industrial de Curitiba, Curitiba - PR, 81310-000",,,https://www.psnleiloes.com.br/,https://www.psnleiloes.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
marcador-70,[PÁTIO DO LEILOEIRO] COPART - MG,[PÁTIO DO LEILOEIRO],,,,sem_data,MG,"Rodovia Br-262,Km 359, Betim, 32631505",,,https://www.copart.com.br/,https://www.copart.com.br/,mapa,,,• Pátio de leiloeiro (leilões diários/semanais) • Entre no site e veja se há leilão ativo nesse pátio.
